1.528885252806682438e+01,1.793969184195897126e+00,5.387496318129532114e+01,1.392836069584376002e+00,3.877856084289425520e-01,5.604070567560037297e+00,8.224454631230660340e+00,1.111955548887356038e+00,1.471748490956930588e+01,-1.399770025536237528e+00,2.800388401616228862e+01,9.466393848592711038e+02,1.514157761604740138e+01,3.891980210916589300e+00,-1.009510585093153390e+00,2.974942998445060827e+00,-1.464259433538660227e-02,6.610348735944263865e+00,-1.472307112222709935e-01
3.304569641615747599e+01,-7.329197885749563213e-01,5.575075832166169931e+01,2.349782019710997094e+00,4.021296783726900359e-01,4.382550187088085636e+00,9.028757881610951941e+00,1.129860313648873182e+00,1.383008399022704360e+01,-6.544918629589876469e-01,2.947232294082641602e+01,7.904237581355843076e+02,1.175442908165302747e+01,2.889347361757400368e+00,-9.005214680369720837e-01,1.301275061807245947e+01,-3.859116674922258294e-02,7.555878153221125437e+00,-7.194265974939467734e-02
2.143721841914866744e+01,-3.841501665296215839e-01,5.148185122544598613e+01,1.941013468488766103e+00,4.208143949095580205e-01,5.385531668450422416e+00,9.236066539441385004e+00,1.153025461493000003e+00,1.079257829039771543e+01,-8.599917690714380392e-01,2.708433806896209717e+01,7.547599180835788957e+02,1.469868932116416183e+01,3.629489823118333014e+00,-4.540188640235877648e-01,5.888795734248230218e+00,3.600988694797119943e-02,6.868265348658127323e+00,-1.084147810973197790e-01
1.986603222731992346e+01,2.517641028744718040e-02,4.692896222781224225e+01,1.531933214451474123e+00,2.713351418860430186e-01,5.174389704912629284e+00,8.414458996905816335e+00,1.155858062207698822e+00,1.327340470022030594e+01,-1.381798572319377971e+00,2.782066415291464878e+01,8.304306516106429399e+02,1.433315011044120091e+01,3.072930353805980896e+00,-1.317213965001852394e+00,4.461845890938643144e+00,-4.067715503963639789e-02,6.518366266934168429e+00,-1.587713034053802597e-01
1.861137878345973107e+01,-8.816489299008776204e-01,4.316901938581769116e+01,1.558881022395663507e+00,2.381638713722134537e-01,4.106543925799784667e+00,8.973888093343488137e+00,1.236910342443504396e+00,1.137106757920284750e+01,-1.232865738985973625e+00,2.624587245214553022e+01,7.654485058944836737e+02,1.390806427303655646e+01,2.778372315662326564e+00,-1.486906663998758926e+00,6.030236772907350051e+00,-2.720392648257131257e-02,5.785385212452132997e+00,-1.605393342146744229e-01
1.993831701100818421e+01,-2.749683650097729526e-01,4.908096659101127557e+01,1.830494169761222922e+00,3.549304729821795568e-01,4.272157485316848025e+00,9.523329291777177019e+00,1.255666990998116406e+00,1.125083506676006628e+01,-6.452750366107522506e-01,2.710335501138266068e+01,7.730614430300971662e+02,1.485729537768797393e+01,3.387288744618946801e+00,-1.303205847818714735e+00,5.795642066322989727e+00,1.658942286971564969e-02,6.133563174474170765e+00,-1.893588465330866832e-01
2.745085451239534535e+01,-1.353494877092423776e+00,3.135238829989964060e+01,1.266830260042221212e+00,3.028067142043898707e-01,2.702263484594212617e+00,1.106339881769040723e+01,1.365852173217912968e+00,1.059863686704457741e+01,-1.054490337568435798e+00,2.848782117026192751e+01,7.558041243753659728e+02,1.683756507198985020e+01,1.927744405934723515e+00,-1.639297973321232949e+00,1.199898271277821316e+01,9.249832898537377682e-03,6.764650053389706486e+00,-2.827533864808874989e-02
2.001311522481929828e+01,-4.069365327649689806e-02,3.773314920261471173e+01,1.434535183455042606e+00,3.013791091540947709e-01,4.428970684128820778e+00,9.894400387512686024e+00,1.206326191991287766e+00,8.809549714205786586e+00,-1.098953746663768882e+00,2.534451823764377210e+01,6.861667985773640339e+02,1.681513685785548873e+01,3.111740125238265708e+00,-1.074801824075576562e+00,1.273840556371945532e+01,2.023119326708772703e-01,6.589618284044464147e+00,1.417447917792118983e-01
2.124621301602974199e+01,2.246170710817988747e-01,3.938173691567823198e+01,1.369770310037396355e+00,3.371229404867256974e-01,4.667014505929558688e+00,1.019551923881799382e+01,1.248566794118403545e+00,7.589417027144615524e+00,-7.680546613279197743e-01,2.486248602834688626e+01,7.161072196096874904e+02,1.620750734909346846e+01,3.450937555289225411e+00,-8.216434382887092269e-01,1.028483382183670436e+01,2.050552985566365116e-01,6.445287532627647309e+00,1.174114118669673662e-01
2.288966117375823828e+01,7.938284160355010277e-01,5.360149468566773834e+01,1.823512611774768200e+00,3.951266376839188132e-01,3.704907144080017201e+00,1.087640538791682054e+01,1.271802864318726023e+00,9.849809991650371188e+00,-8.038114650660254101e-01,2.589137162553503302e+01,7.391856614563362200e+02,1.773244789382755471e+01,3.222971303701000600e+00,-2.582309241988954285e-01,2.053346906039378439e+01,1.099514918352614695e-01,6.910674803195531624e+00,2.259376377532804417e-02
